SMILES_x,Original_SMILES,O_ATSC1pe,O_MATS2c,O_SlogP_VSA2,SMILES_y,P_ATSC1pe,P_MATS2c,P_SlogP_VSA2,AvgSimilarity,SMILES,ATSC1pe,MATS2c,SlogP_VSA2
CC=C=CC=NCCOC,CNCCOCN/C=C/O,0.17120397,-0.400835886,26.47603649,CNCCOCN/C=C/O,0.341,-0.376,23.068,0.77046088,CC=C=CC=NCCOC,0.17120397,-0.400835886,26.47603649
C=C=CCCN=CCOC,CNCCOCN/C=C/O,0.17120397,-0.385055431,26.47603649,CNCCOCN/C=C/O,0.341,-0.376,23.068,0.78327522,C=C=CCCN=CCOC,0.17120397,-0.385055431,26.47603649
C/C=C/N=CN=CCOC,CNCCOCN/C=C/O,0.186833264,-0.263160054,26.26981545,CNCCOCN/C=C/O,0.341,-0.376,23.068,0.70863666,C/C=C/N=CN=CCOC,0.186833264,-0.263160054,26.26981545
C=C=CC=COCCOC,CNCCOCN/C=C/O,0.1837,-0.359310782,20.32356147,CNCCOCN/C=C/O,0.341,-0.376,23.068,0.791783929,C=C=CC=COCCOC,0.1837,-0.359310782,20.32356147
CN=C=C/C=N/C,C/N=C/OCNC,0.104184889,-0.38663529,26.17974361,C/N=C/OCNC,0.341,-0.376,23.068,0.719719835,CN=C=C/C=N/C,0.104184889,-0.38663529,26.17974361
C=NC=C/C=N/C,C/N=C/OCNC,0.104184889,-0.387222076,19.97978872,C/N=C/OCNC,0.341,-0.376,23.068,0.714224099,C=NC=C/C=N/C,0.104184889,-0.387222076,19.97978872
C/N=C/CCOC,C/N=C/OCNC,0.170536728,-0.339152823,26.97895207,C/N=C/OCNC,0.341,-0.376,23.068,0.752382271,C/N=C/CCOC,0.170536728,-0.339152823,26.97895207
FCC1C=C=NO1,C1CONC1CN,0.259209091,-0.268964868,18.64835642,C1CONC1CN,0.341,-0.376,23.068,0.761294695,FCC1C=C=NO1,0.259209091,-0.268964868,18.64835642
OCC1CCOO1,C1CONC1CN,0.50374,-0.214281235,24.42425771,C1CONC1CN,0.341,-0.376,23.068,0.730434763,OCC1CCOO1,0.50374,-0.214281235,24.42425771
FCC1CCOO1,C1CONC1CN,0.695471429,-0.298421803,19.38543932,C1CONC1CN,0.341,-0.376,23.068,0.708116849,FCC1CCOO1,0.695471429,-0.298421803,19.38543932
C=C=C/C=C/N=NC,C=NO/C=C/NOC,0.338635937,-0.422098838,7.047671983,C=NO/C=C/NOC,0.341,-0.376,23.068,0.729790381,C=C=C/C=C/N=NC,0.338635937,-0.422098838,7.047671983
C=CC=C=CN=NC,C=NO/C=C/NOC,0.338635937,-0.429691675,7.047671983,C=NO/C=C/NOC,0.341,-0.376,23.068,0.72454352,C=CC=C=CN=NC,0.338635937,-0.429691675,7.047671983
C=C=CC=C=NOC,C=NO/C=C/NOC,0.529451556,-0.371866684,12.9795966,C=NO/C=C/NOC,0.341,-0.376,23.068,0.731912197,C=C=CC=C=NOC,0.529451556,-0.371866684,12.9795966
C=CN=C=CNN=C,C=NO/C=C/NOC,0.192384889,-0.373204276,12.58731522,C=NO/C=C/NOC,0.341,-0.376,23.068,0.70080148,C=CN=C=CNN=C,0.192384889,-0.373204276,12.58731522
C=CN=C=C=NNC,C=NO/C=C/NOC,0.192384889,-0.376893046,18.78727011,C=NO/C=C/NOC,0.341,-0.376,23.068,0.792079672,C=CN=C=C=NNC,0.192384889,-0.376893046,18.78727011
C=CN=C=CN=NC,C=NO/C=C/NOC,0.331871556,-0.449666095,12.91747105,C=NO/C=C/NOC,0.341,-0.376,23.068,0.789793326,C=CN=C=CN=NC,0.331871556,-0.449666095,12.91747105
C=CN/C=C/NOC,C=NO/C=C/NOC,0.342983025,-0.32840444,7.109797541,C=NO/C=C/NOC,0.341,-0.376,23.068,0.725281589,C=CN/C=C/NOC,0.342983025,-0.32840444,7.109797541
C=CN/C=C/ONC,C=NO/C=C/NOC,0.342983025,-0.37193138,7.047671983,C=NO/C=C/NOC,0.341,-0.376,23.068,0.762971586,C=CN/C=C/ONC,0.342983025,-0.37193138,7.047671983
C=C=N/C=C/ON=C,C=NO/C=C/NOC,0.466551531,-0.414665119,12.58731522,C=NO/C=C/NOC,0.341,-0.376,23.068,0.727770574,C=C=N/C=C/ON=C,0.466551531,-0.414665119,12.58731522
C=COC=C=NN=C,C=NO/C=C/NOC,0.270551531,-0.301595485,12.58731522,C=NO/C=C/NOC,0.341,-0.376,23.068,0.713727738,C=COC=C=NN=C,0.270551531,-0.301595485,12.58731522
C=NC/C=C/COC,C=NO/C=C/NOC,0.1625,-0.321595269,26.97895207,C=NO/C=C/NOC,0.341,-0.376,23.068,0.728961024,C=NC/C=C/COC,0.1625,-0.321595269,26.97895207
C=NC=C=CON=C,C=NO/C=C/NOC,0.466551531,-0.303467946,13.43503231,C=NO/C=C/NOC,0.341,-0.376,23.068,0.706800048,C=NC=C=CON=C,0.466551531,-0.303467946,13.43503231
C=NC/C=C/OOC,C=NO/C=C/NOC,0.906926298,-0.345845495,20.3720701,C=NO/C=C/NOC,0.341,-0.376,23.068,0.726309434,C=NC/C=C/OOC,0.906926298,-0.345845495,20.3720701
C=NN/C=C/CNC,C=NO/C=C/NOC,0.188303878,-0.273389442,20.30994454,C=NO/C=C/NOC,0.341,-0.376,23.068,0.719916133,C=NN/C=C/CNC,0.188303878,-0.273389442,20.30994454
C=NNC=C=C=NC,C=NO/C=C/NOC,0.192384889,-0.324398929,19.6349872,C=NO/C=C/NOC,0.341,-0.376,23.068,0.759373412,C=NNC=C=C=NC,0.192384889,-0.324398929,19.6349872
C=NN/C=C/NNC,C=NO/C=C/NOC,0.251835802,-0.440010202,13.76518814,C=NO/C=C/NOC,0.341,-0.376,23.068,0.729923092,C=NN/C=C/NNC,0.251835802,-0.440010202,13.76518814
C=NN=C=CN=NC,C=NO/C=C/NOC,0.4997,-0.604852878,19.6349872,C=NO/C=C/NOC,0.341,-0.376,23.068,0.718408928,C=NN=C=CN=NC,0.4997,-0.604852878,19.6349872
C=NN/C=C/NOC,C=NO/C=C/NOC,0.486252249,-0.455927484,13.8273137,C=NO/C=C/NOC,0.341,-0.376,23.068,0.70846334,C=NN/C=C/NOC,0.486252249,-0.455927484,13.8273137
C=NN=C=C=NOC,C=NO/C=C/NOC,0.563259763,-0.554652855,25.56691182,C=NO/C=C/NOC,0.341,-0.376,23.068,0.728521977,C=NN=C=C=NOC,0.563259763,-0.554652855,25.56691182
C=NN/C=C/OCC,C=NO/C=C/NOC,0.274110802,-0.324432018,13.32439812,C=NO/C=C/NOC,0.341,-0.376,23.068,0.748103012,C=NN/C=C/OCC,0.274110802,-0.324432018,13.32439812
C=NN=C=CON=C,C=NO/C=C/NOC,0.563259763,-0.522386759,19.30483138,C=NO/C=C/NOC,0.341,-0.376,23.068,0.720681337,C=NN=C=CON=C,0.563259763,-0.522386759,19.30483138
C=NO/C=C/CNC,C=NO/C=C/NOC,0.470110802,-0.233827647,20.30994454,C=NO/C=C/NOC,0.341,-0.376,23.068,0.742560328,C=NO/C=C/CNC,0.470110802,-0.233827647,20.30994454
C=NOC=C=C=NC,C=NO/C=C/NOC,0.466551531,-0.298008289,19.6349872,C=NO/C=C/NOC,0.341,-0.376,23.068,0.791549473,C=NOC=C=C=NC,0.466551531,-0.298008289,19.6349872
C=NO/C=C/COC,C=NO/C=C/NOC,0.550926298,-0.266038332,20.43419566,C=NO/C=C/NOC,0.341,-0.376,23.068,0.737443551,C=NO/C=C/COC,0.550926298,-0.266038332,20.43419566
C=NO/C=C/NCC,C=NO/C=C/NOC,0.470110802,-0.305674638,13.26227256,C=NO/C=C/NOC,0.341,-0.376,23.068,0.704415385,C=NO/C=C/NCC,0.470110802,-0.305674638,13.26227256
C=CN=C=CON=C,C=NO/C=C/NOC,0.466551531,-0.417661819,12.58731522,C=NO/C=C/NOC,0.341,-0.376,23.068,0.725601934,C=CN=C=CON=C,0.466551531,-0.417661819,12.58731522
C=NO/C=C/OCC,C=NO/C=C/NOC,0.550926298,-0.372615838,13.32439812,C=NO/C=C/NOC,0.341,-0.376,23.068,0.729190355,C=NO/C=C/OCC,0.550926298,-0.372615838,13.32439812
C=NC1CCCC=NC1,C1N(OC)CCOCN1,0.150266667,-0.332954729,25.51871397,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.743382219,C=NC1CCCC=NC1,0.150266667,-0.332954729,25.51871397
CN=C1CCCC=NC1,C1N(OC)CCOCN1,0.150266667,-0.301355855,25.51871397,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.715369033,CN=C1CCCC=NC1,0.150266667,-0.301355855,25.51871397
CN=C1CC=CCOC1,C1N(OC)CCOCN1,0.17043,-0.302482669,25.97312091,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.730806284,CN=C1CC=CCOC1,0.17043,-0.302482669,25.97312091
C=NC1=CCCCOC1,C1N(OC)CCOCN1,0.17043,-0.297463267,19.93128009,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.718314441,C=NC1=CCCCOC1,0.17043,-0.297463267,19.93128009
COC1C=CCC=NC1,C1N(OC)CCOCN1,0.17043,-0.327801264,25.97312091,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.753251847,COC1C=CCC=NC1,0.17043,-0.327801264,25.97312091
COC1C=CCCN=C1,C1N(OC)CCOCN1,0.17043,-0.309587096,25.97312091,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.737104535,COC1C=CCCN=C1,0.17043,-0.309587096,25.97312091
COC1CCCCOC1,C1N(OC)CCOCN1,0.24146087,-0.286799971,26.42752786,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.781246661,COC1CCCCOC1,0.24146087,-0.286799971,26.42752786
COC1=CC=CCOC1,C1N(OC)CCOCN1,0.161136842,-0.283459062,20.32356147,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.702483624,COC1=CC=CCOC1,0.161136842,-0.283459062,20.32356147
CCN1CCCCCC1,C1N(OC)CCOCN1,0.2058,-0.211330812,24.53417895,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.701936142,CCN1CCCCCC1,0.2058,-0.211330812,24.53417895
C=CN1CC=NCCC1,C1N(OC)CCOCN1,0.2254,-0.267322278,30.74877953,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.707389737,C=CN1CC=NCCC1,0.2254,-0.267322278,30.74877953
CCN1C=CCN=CC1,C1N(OC)CCOCN1,0.2254,-0.268623564,30.74877953,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.708543359,CCN1C=CCN=CC1,0.2254,-0.268623564,30.74877953
CCN1CCCOCC1,C1N(OC)CCOCN1,0.3015375,-0.276895938,37.74794288,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.743935236,CCN1CCCOCC1,0.3015375,-0.276895938,37.74794288
C=CN1CC=COCC1,C1N(OC)CCOCN1,0.230945,-0.254449309,24.59630451,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.763949806,C=CN1CC=COCC1,0.230945,-0.254449309,24.59630451
CCN1C=CCOC=C1,C1N(OC)CCOCN1,0.230945,-0.266195846,18.0515481,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.722587357,CCN1C=CCOC=C1,0.230945,-0.266195846,18.0515481
CNN1C=CCCC=C1,C1N(OC)CCOCN1,0.369133333,-0.300560019,12.05658451,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.748600428,CNN1C=CCCC=C1,0.369133333,-0.300560019,12.05658451
CNN1CCCCNC1,C1N(OC)CCOCN1,0.36015,-0.180815076,31.81478851,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.717596828,CNN1CCCCNC1,0.36015,-0.180815076,31.81478851
C=NN1C=CCCNC1,C1N(OC)CCOCN1,0.36015,-0.139991428,24.93987628,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.748029927,C=NN1C=CCCNC1,0.36015,-0.139991428,24.93987628
CNN1CCCNCC1,C1N(OC)CCOCN1,0.36015,-0.293952496,38.23561013,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.7773094,CNN1CCCNCC1,0.36015,-0.293952496,38.23561013
C=NN1CC=NCCC1,C1N(OC)CCOCN1,0.47334,-0.356230397,37.57529848,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.760582536,C=NN1CC=NCCC1,0.47334,-0.356230397,37.57529848
CNN1C=NC=NCC1,C1N(OC)CCOCN1,0.306894737,-0.225603962,37.82316804,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.703295281,CNN1C=NC=NCC1,0.306894737,-0.225603962,37.82316804
CNN1C=NCN=CC1,C1N(OC)CCOCN1,0.306894737,-0.229490703,37.82316804,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.706740973,CNN1C=NCN=CC1,0.306894737,-0.229490703,37.82316804
CNN1CCCOCC1,C1N(OC)CCOCN1,0.444056522,-0.325140383,38.35986125,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.744671025,CNN1CCCOCC1,0.444056522,-0.325140383,38.35986125
CON1CCCCCC1,C1N(OC)CCOCN1,0.7376375,-0.30919011,25.26252808,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.732577305,CON1CCCCCC1,0.7376375,-0.30919011,25.26252808
CON1CC=CC=CC1,C1N(OC)CCOCN1,0.667045,-0.358426369,25.26252808,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.792534202,CON1CC=CC=CC1,0.667045,-0.358426369,25.26252808
CON1C=C=CCNC1,C1N(OC)CCOCN1,0.5091,-0.216594585,25.38646286,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.718177386,CON1C=C=CCNC1,0.5091,-0.216594585,25.38646286
CON1C=C=CCOC1,C1N(OC)CCOCN1,0.571033333,-0.267784784,25.51071398,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.737868046,CON1C=C=CCOC1,0.571033333,-0.267784784,25.51071398
CON1C=CNC=CC1,C1N(OC)CCOCN1,0.5091,-0.304938603,18.71777167,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.76407786,CON1C=CNC=CC1,0.5091,-0.304938603,18.71777167
CON1C=COC=CC1,C1N(OC)CCOCN1,0.571033333,-0.32569165,18.71777167,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.758260474,CON1C=COC=CC1,0.571033333,-0.32569165,18.71777167
CON1C=COC=NC1,C1N(OC)CCOCN1,0.443747059,-0.188987456,25.24236738,C1N(OC)CCOCN1,0.341,-0.376,23.068,0.728314138,CON1C=COC=NC1,0.443747059,-0.188987456,25.24236738
C=CC=NN=C,CNOCC=N,0.322855556,-0.445687659,12.93211674,CNOCC=N,0.341,-0.376,23.068,0.783679707,C=CC=NN=C,0.322855556,-0.445687659,12.93211674
C=NN=CC=O,CNOCC=N,0.191831,-0.487848436,19.21827726,CNOCC=N,0.341,-0.376,23.068,0.722133194,C=NN=CC=O,0.191831,-0.487848436,19.21827726
C=CCONC,CNOCC=N,0.471336,-0.417217325,13.65455395,CNOCC=N,0.341,-0.376,23.068,0.738870198,C=CCONC,0.471336,-0.417217325,13.65455395
C=CCNOC,CNOCC=N,0.471336,-0.436318347,13.65455395,CNOCC=N,0.341,-0.376,23.068,0.72571924,C=CCNOC,0.471336,-0.436318347,13.65455395
C=C=C=NOC,CNOCC=N,0.481386777,-0.4519642,12.9795966,CNOCC=N,0.341,-0.376,23.068,0.70098705,C=C=C=NOC,0.481386777,-0.4519642,12.9795966
CON=C=C=N,CNOCC=N,0.174501,-0.386223481,18.84939567,CNOCC=N,0.341,-0.376,23.068,0.767461953,CON=C=C=N,0.174501,-0.386223481,18.84939567
CON=C=C=O,CNOCC=N,0.230658025,-0.479982968,18.92095561,CNOCC=N,0.341,-0.376,23.068,0.760000951,CON=C=C=O,0.230658025,-0.479982968,18.92095561
COOCC=N,CNOCC=N,0.651839053,-0.382082891,19.93128009,CNOCC=N,0.341,-0.376,23.068,0.790412606,COOCC=N,0.651839053,-0.382082891,19.93128009
COOCC=O,CNOCC=N,0.70529375,-0.45791355,20.00284003,CNOCC=N,0.341,-0.376,23.068,0.723909068,COOCC=O,0.70529375,-0.45791355,20.00284003
CCCCCCN(C)C,NCCCNCN(F)C,0.1672,-0.377101186,25.5400101,NCCCNCN(F)C,0.341,-0.376,23.068,0.796870913,CCCCCCN(C)C,0.1672,-0.377101186,25.5400101
C=CCC=CCN(C)C,NCCCNCN(F)C,0.155030556,-0.386639409,25.5400101,NCCCNCN(F)C,0.341,-0.376,23.068,0.7767759,C=CCC=CCN(C)C,0.155030556,-0.386639409,25.5400101
C=CCCC=CN(C)C,NCCCNCN(F)C,0.155030556,-0.36390272,18.9952537,NCCCNCN(F)C,0.341,-0.376,23.068,0.748635834,C=CCCC=CN(C)C,0.155030556,-0.36390272,18.9952537
C=CC=CCCN(C)C,NCCCNCN(F)C,0.155030556,-0.412663602,25.5400101,NCCCNCN(F)C,0.341,-0.376,23.068,0.756333044,C=CC=CCCN(C)C,0.155030556,-0.412663602,25.5400101
CC=CC=CCN(C)C,NCCCNCN(F)C,0.155030556,-0.394404037,25.5400101,NCCCNCN(F)C,0.341,-0.376,23.068,0.77039415,CC=CC=CCN(C)C,0.155030556,-0.394404037,25.5400101
CC=CCC=CN(C)C,NCCCNCN(F)C,0.155030556,-0.370519221,18.9952537,NCCCNCN(F)C,0.341,-0.376,23.068,0.754501527,CC=CCC=CN(C)C,0.155030556,-0.370519221,18.9952537
CCCC=C=CN(C)C,NCCCNCN(F)C,0.155030556,-0.333527692,18.9952537,NCCCNCN(F)C,0.341,-0.376,23.068,0.721707618,CCCC=C=CN(C)C,0.155030556,-0.333527692,18.9952537
CCCCCCN(C)N,NCCCNCN(F)C,0.244468999,-0.28701102,18.60134091,NCCCNCN(F)C,0.341,-0.376,23.068,0.762204989,CCCCCCN(C)N,0.244468999,-0.28701102,18.60134091
CCC=CC=CN(C)N,NCCCNCN(F)C,0.202104159,-0.379856713,12.05658451,NCCCNCN(F)C,0.341,-0.376,23.068,0.701727277,CCC=CC=CN(C)N,0.202104159,-0.379856713,12.05658451
C=CC=CCCN(C)N,NCCCNCN(F)C,0.202104159,-0.330022159,18.60134091,NCCCNCN(F)C,0.341,-0.376,23.068,0.758923076,C=CC=CCCN(C)N,0.202104159,-0.330022159,18.60134091
C=CCC=CCN(C)N,NCCCNCN(F)C,0.202104159,-0.327950925,18.60134091,NCCCNCN(F)C,0.341,-0.376,23.068,0.757086876,C=CCC=CCN(C)N,0.202104159,-0.327950925,18.60134091
CC=CC=CCN(C)N,NCCCNCN(F)C,0.202104159,-0.329221996,18.60134091,NCCCNCN(F)C,0.341,-0.376,23.068,0.758213712,CC=CC=CCN(C)N,0.202104159,-0.329221996,18.60134091
C=C=CCCCN(C)F,NCCCNCN(F)C,0.795312245,-0.327416747,18.71446226,NCCCNCN(F)C,0.341,-0.376,23.068,0.703608454,C=C=CCCCN(C)F,0.795312245,-0.327416747,18.71446226
CCC=C=NCN(C)N,NCCCNCN(F)C,0.2205,-0.268136043,24.59507476,NCCCNCN(F)C,0.341,-0.376,23.068,0.7658889,CCC=C=NCN(C)N,0.2205,-0.268136043,24.59507476
CCCCNCN(C)O,NCCCNCN(F)C,0.35605936,-0.179800149,30.53159033,NCCCNCN(F)C,0.341,-0.376,23.068,0.730480893,CCCCNCN(C)O,0.35605936,-0.179800149,30.53159033
CCC=C=NCN(C)O,NCCCNCN(F)C,0.374137188,-0.262770609,29.85663298,NCCCNCN(F)C,0.341,-0.376,23.068,0.794304672,CCC=C=NCN(C)O,0.374137188,-0.262770609,29.85663298
CCCCOCN(C)N,NCCCNCN(F)C,0.30005936,-0.218505238,25.39428322,NCCCNCN(F)C,0.341,-0.376,23.068,0.789821284,CCCCOCN(C)N,0.30005936,-0.218505238,25.39428322
CCCCOCN(C)O,NCCCNCN(F)C,0.451882639,-0.226127053,30.65584144,NCCCNCN(F)C,0.341,-0.376,23.068,0.702835156,CCCCOCN(C)O,0.451882639,-0.226127053,30.65584144
C=[N+]([O-])COCCCC,NCCCNCN(F)C,0.619159504,-0.274155418,24.79404872,NCCCNCN(F)C,0.341,-0.376,23.068,0.736755973,C=[N+]([O-])COCCCC,0.619159504,-0.274155418,24.79404872
CN(O)C=CCCC=N,NCCCNCN(F)C,0.202637188,-0.257414968,23.53274331,NCCCNCN(F)C,0.341,-0.376,23.068,0.753036479,CN(O)C=CCCC=N,0.202637188,-0.257414968,23.53274331
C[N+]([O-])=COCCCN,NCCCNCN(F)C,0.283826531,-0.214975341,31.33880513,NCCCNCN(F)C,0.341,-0.376,23.068,0.713387673,C[N+]([O-])=COCCCN,0.283826531,-0.214975341,31.33880513
CN(O)CCCCCF,NCCCNCN(F)C,0.286268809,-0.231955759,30.53749011,NCCCNCN(F)C,0.341,-0.376,23.068,0.737266978,CN(O)CCCCCF,0.286268809,-0.231955759,30.53749011
CN(O)C=C=CCCF,NCCCNCN(F)C,0.19119169,-0.324979857,23.9927337,NCCCNCN(F)C,0.341,-0.376,23.068,0.795481778,CN(O)C=C=CCCF,0.19119169,-0.324979857,23.9927337
C[N+]([O-])=COCCCF,NCCCNCN(F)C,0.416304986,-0.230957572,31.46863969,NCCCNCN(F)C,0.341,-0.376,23.068,0.722135711,C[N+]([O-])=COCCCF,0.416304986,-0.230957572,31.46863969
CC/C=C/CCON,CO/C=C/OCNN,0.352594331,-0.359339419,6.606881965,CO/C=C/OCNN,0.341,-0.376,23.068,0.736405329,CC/C=C/CCON,0.352594331,-0.359339419,6.606881965
CC=C=C=NCOO,CO/C=C/OCNN,0.507696,-0.298179269,17.85785121,CO/C=C/OCNN,0.341,-0.376,23.068,0.746277102,CC=C=C=NCOO,0.507696,-0.298179269,17.85785121
C=N/C=C/CCN=C,CO/C=C/OCNN,0.1176,-0.374877615,19.97978872,CO/C=C/OCNN,0.341,-0.376,23.068,0.736002905,C=N/C=C/CCN=C,0.1176,-0.374877615,19.97978872
C=N/C=C/CCN=O,CO/C=C/OCNN,0.489683984,-0.321347919,13.26227256,CO/C=C/OCNN,0.341,-0.376,23.068,0.708645659,C=N/C=C/CCN=O,0.489683984,-0.321347919,13.26227256
C=NC=C=CCNF,CO/C=C/OCNN,0.533112889,-0.340413688,13.26227256,CO/C=C/OCNN,0.341,-0.376,23.068,0.706638573,C=NC=C=CCNF,0.533112889,-0.340413688,13.26227256
CN=C=C=CCNF,CO/C=C/OCNN,0.533112889,-0.238163768,19.46222745,CO/C=C/OCNN,0.341,-0.376,23.068,0.705581026,CN=C=C=CCNF,0.533112889,-0.238163768,19.46222745
C=NC=C=CCOC,CO/C=C/OCNN,0.132841869,-0.360703313,20.43419566,CO/C=C/OCNN,0.341,-0.376,23.068,0.744902417,C=NC=C=CCOC,0.132841869,-0.360703313,20.43419566
CN=C=CC=CON,CO/C=C/OCNN,0.226896484,-0.408410895,12.91747105,CO/C=C/OCNN,0.341,-0.376,23.068,0.715333546,CN=C=CC=CON,0.226896484,-0.408410895,12.91747105
CN/C=C/CCOO,CO/C=C/OCNN,0.531700554,-0.276325473,18.91178934,CO/C=C/OCNN,0.341,-0.376,23.068,0.732024826,CN/C=C/CCOO,0.531700554,-0.276325473,18.91178934
C=NC=C=CCOO,CO/C=C/OCNN,0.507696,-0.416495247,18.58163352,CO/C=C/OCNN,0.341,-0.376,23.068,0.793316258,C=NC=C=CCOO,0.507696,-0.416495247,18.58163352
CCC=NC=C=NC,CO/C=C/OCNN,0.1176,-0.375870469,19.13207163,CO/C=C/OCNN,0.341,-0.376,23.068,0.724633556,CCC=NC=C=NC,0.1176,-0.375870469,19.13207163
CN/C=C/N=CN=O,CO/C=C/OCNN,0.276324,-0.361318926,13.38620735,CO/C=C/OCNN,0.341,-0.376,23.068,0.783860755,CN/C=C/N=CN=O,0.276324,-0.361318926,13.38620735
C=N/C=C/NCN=O,CO/C=C/OCNN,0.276324,-0.323323239,13.38620735,CO/C=C/OCNN,0.341,-0.376,23.068,0.750176636,C=N/C=C/NCN=O,0.276324,-0.323323239,13.38620735
CN=C=CNC=NF,CO/C=C/OCNN,0.413934694,-0.186304385,19.25600641,CO/C=C/OCNN,0.341,-0.376,23.068,0.718013849,CN=C=CNC=NF,0.413934694,-0.186304385,19.25600641
CN=C=CN=CNF,CO/C=C/OCNN,0.413934694,-0.203483757,19.25600641,CO/C=C/OCNN,0.341,-0.376,23.068,0.733243789,CN=C=CN=CNF,0.413934694,-0.203483757,19.25600641
CN/C=C/N=C=NF,CO/C=C/OCNN,0.413934694,-0.323648004,13.05605152,CO/C=C/OCNN,0.341,-0.376,23.068,0.750182832,CN/C=C/N=C=NF,0.413934694,-0.323648004,13.05605152
CN/C=C/NCOO,CO/C=C/OCNN,0.289665432,-0.231609117,19.03572412,CO/C=C/OCNN,0.341,-0.376,23.068,0.763546965,CN/C=C/NCOO,0.289665432,-0.231609117,19.03572412
CN/C=C/OCNF,CO/C=C/OCNN,0.332475087,-0.260791533,13.77848873,CO/C=C/OCNN,0.341,-0.376,23.068,0.755297852,CN/C=C/OCNF,0.332475087,-0.260791533,13.77848873
C=N/C=C/OC=NF,CO/C=C/OCNN,0.463522485,-0.399688768,13.11817708,CO/C=C/OCNN,0.341,-0.376,23.068,0.748359028,C=N/C=C/OC=NF,0.463522485,-0.399688768,13.11817708
CO/C=C/CCOC,CO/C=C/OCNN,0.200739,-0.270577455,20.82647705,CO/C=C/OCNN,0.341,-0.376,23.068,0.737042692,CO/C=C/CCOC,0.200739,-0.270577455,20.82647705
CO/C=C/CCON,CO/C=C/OCNN,0.315700554,-0.300464644,13.71667951,CO/C=C/OCNN,0.341,-0.376,23.068,0.773178512,CO/C=C/CCON,0.315700554,-0.300464644,13.71667951
CO/C=C/CCOO,CO/C=C/OCNN,0.601590432,-0.291477554,18.9739149,CO/C=C/OCNN,0.341,-0.376,23.068,0.721519368,CO/C=C/CCOO,0.601590432,-0.291477554,18.9739149
COC=C=C=COO,CO/C=C/OCNN,0.370235204,-0.420296443,12.36703294,CO/C=C/OCNN,0.341,-0.376,23.068,0.783918285,COC=C=C=COO,0.370235204,-0.420296443,12.36703294
C=CCN=C=COC,CO/C=C/OCNN,0.132841869,-0.363904338,19.52435301,CO/C=C/OCNN,0.341,-0.376,23.068,0.734592949,C=CCN=C=COC,0.132841869,-0.363904338,19.52435301
CO/C=C/NCNF,CO/C=C/OCNN,0.332475087,-0.266880204,13.77848873,CO/C=C/OCNN,0.341,-0.376,23.068,0.76069561,CO/C=C/NCNF,0.332475087,-0.266880204,13.77848873
